data,obitosAcumulado,obitosNovos
09/07/2020,69184.0,1220.0
10/07/2020,70398.0,1214.0
11/07/2020,71469.0,1071.0
12/07/2020,72100.0,631.0
13/07/2020,72833.0,733.0
14/07/2020,74133.0,1300.0
15/07/2020,75366.0,1233.0
16/07/2020,76688.0,1322.0
17/07/2020,77851.0,1163.0
18/07/2020,78772.0,921.0
19/07/2020,79488.0,716.0
20/07/2020,80120.0,632.0
21/07/2020,81487.0,1367.0
22/07/2020,82771.0,1284.0
23/07/2020,84082.0,1311.0
24/07/2020,85238.0,1156.0
25/07/2020,86449.0,1211.0
26/07/2020,87004.0,555.0
27/07/2020,87618.0,614.0
28/07/2020,88539.0,921.0
29/07/2020,90134.0,1595.0
30/07/2020,91263.0,1129.0
31/07/2020,92475.0,1212.0
01/08/2020,93563.0,1088.0
02/08/2020,94104.0,541.0
03/08/2020,94665.0,561.0
04/08/2020,95819.0,1154.0
05/08/2020,97240.0,1421.0
06/08/2020,98493.0,1253.0
07/08/2020,99572.0,1079.0
08/08/2020,100477.0,905.0
09/08/2020,101049.0,572.0
10/08/2020,101752.0,703.0
11/08/2020,103026.0,1274.0
12/08/2020,104201.0,1175.0
13/08/2020,105463.0,1262.0
14/08/2020,106523.0,1060.0
15/08/2020,107232.0,709.0
16/08/2020,107852.0,620.0
17/08/2020,108536.0,684.0
18/08/2020,109888.0,1352.0
19/08/2020,111100.0,1212.0
20/08/2020,112304.0,1204.0
21/08/2020,113358.0,1054.0
22/08/2020,114250.0,892.0
23/08/2020,114744.0,494.0
24/08/2020,115309.0,565.0
25/08/2020,116580.0,1271.0
26/08/2020,117665.0,1085.0
27/08/2020,118649.0,984.0
28/08/2020,119504.0,855.0
29/08/2020,120462.0,958.0
30/08/2020,120828.0,366.0
31/08/2020,121381.0,553.0
01/09/2020,122596.0,1215.0
02/09/2020,123780.0,1184.0
03/09/2020,124614.0,834.0
04/09/2020,125521.0,907.0
05/09/2020,126203.0,682.0
06/09/2020,126650.0,447.0
07/09/2020,126960.0,310.0
08/09/2020,127464.0,504.0
09/09/2020,128539.0,1075.0
10/09/2020,129522.0,983.0
11/09/2020,130396.0,874.0
12/09/2020,131210.0,814.0
13/09/2020,131625.0,415.0
14/09/2020,132006.0,381.0
15/09/2020,133119.0,1113.0
16/09/2020,134106.0,987.0
17/09/2020,134935.0,829.0
18/09/2020,135793.0,858.0
19/09/2020,136532.0,739.0
20/09/2020,136895.0,363.0
21/09/2020,137272.0,377.0
22/09/2020,138108.0,836.0
23/09/2020,138977.0,869.0
24/09/2020,139808.0,831.0
25/09/2020,140537.0,729.0
26/09/2020,141406.0,869.0
27/09/2020,141741.0,335.0
28/09/2020,142058.0,317.0
29/09/2020,142921.0,863.0
30/09/2020,143952.0,1031.0
01/10/2020,144680.0,728.0
02/10/2020,145388.0,708.0
03/10/2020,145987.0,599.0
04/10/2020,146352.0,365.0
05/10/2020,146675.0,323.0
06/10/2020,147494.0,819.0
07/10/2020,148228.0,734.0
08/10/2020,148957.0,729.0
09/10/2020,149639.0,682.0
10/10/2020,150198.0,559.0
11/10/2020,150488.0,290.0
12/10/2020,150689.0,201.0
13/10/2020,150998.0,309.0
14/10/2020,151747.0,749.0
15/10/2020,152460.0,713.0
16/10/2020,153214.0,754.0
17/10/2020,153675.0,461.0
18/10/2020,153905.0,230.0
19/10/2020,154176.0,271.0
20/10/2020,154837.0,661.0
21/10/2020,155403.0,566.0
22/10/2020,155900.0,497.0
23/10/2020,156471.0,571.0
24/10/2020,156903.0,432.0
25/10/2020,157134.0,231.0
26/10/2020,157397.0,263.0
27/10/2020,157946.0,549.0
28/10/2020,158456.0,510.0
29/10/2020,158969.0,513.0
30/10/2020,159477.0,508.0
31/10/2020,159884.0,407.0
01/11/2020,160074.0,190.0
02/11/2020,160253.0,179.0
03/11/2020,160496.0,243.0
04/11/2020,161106.0,610.0
05/11/2020,161736.0,630.0
06/11/2020,162038.0,302.0
07/11/2020,162269.0,231.0
08/11/2020,162397.0,128.0
09/11/2020,162628.0,231.0
10/11/2020,162829.0,201.0
11/11/2020,163373.0,544.0
12/11/2020,164281.0,908.0
13/11/2020,164737.0,456.0
14/11/2020,165658.0,921.0
15/11/2020,165798.0,140.0
16/11/2020,166014.0,216.0
17/11/2020,166699.0,685.0
18/11/2020,167455.0,756.0
19/11/2020,168061.0,606.0
20/11/2020,168613.0,552.0
21/11/2020,168989.0,376.0
22/11/2020,169183.0,194.0
23/11/2020,169485.0,302.0
24/11/2020,170115.0,630.0
25/11/2020,170769.0,654.0
26/11/2020,171460.0,691.0
27/11/2020,171974.0,514.0
28/11/2020,172561.0,587.0
29/11/2020,172833.0,272.0
30/11/2020,173120.0,287.0
01/12/2020,173817.0,697.0
02/12/2020,174515.0,698.0
03/12/2020,175270.0,755.0
04/12/2020,175964.0,694.0
05/12/2020,176628.0,664.0
06/12/2020,176941.0,313.0
07/12/2020,177317.0,376.0
08/12/2020,178159.0,842.0
09/12/2020,178995.0,836.0
10/12/2020,179765.0,770.0
11/12/2020,180437.0,672.0
12/12/2020,181123.0,686.0
13/12/2020,181402.0,279.0
14/12/2020,181835.0,433.0
15/12/2020,182799.0,964.0
16/12/2020,183735.0,936.0
17/12/2020,184827.0,1092.0
18/12/2020,185650.0,823.0
19/12/2020,186356.0,706.0
20/12/2020,186764.0,408.0
21/12/2020,187291.0,527.0
22/12/2020,188259.0,968.0
23/12/2020,189220.0,961.0
24/12/2020,190006.0,786.0
24/12/2020,190006.0,0.0
25/12/2020,190488.0,482.0
26/12/2020,190795.0,307.0
27/12/2020,191139.0,344.0
28/12/2020,191570.0,431.0
29/12/2020,192681.0,1111.0
30/12/2020,193875.0,1194.0
31/12/2020,194949.0,1074.0
